Código,Descripción,Código_de_Barras,Precio_de_Costo,Inventario
L005412V,LAPIZ J. FABER MARC.54 X12UNI.PERM. P/CHAN. VERDE,7754111854146            ,14075,1
L0056,LAPIZ J. FABER MARC.56 X1,L0056                    ,397.08,1
L0056A,LAPIZ J. FABER MARC.56 X1 AZUL,7754111856010            ,397.08,1
L0056NA,LAPIZ J. FABER MARC.56 X1 NARANJA,7754111856157            ,397.08,1
L0056N,LAPIZ J. FABER MARC.56 X1 NEGRO,7754111856034            ,397.08,1
L0056R,LAPIZ J. FABER MARC.56 X1 ROJO,7754111856027            ,397.08,1
L0056V,LAPIZ J. FABER MARC.56 X1 VERDE,7754111856133            ,397.08,1
L0056A12,LAPIZ J. FABER MARC.56 X12 AZUL,7754111856515            ,4677.75,1
L0056NA12,LAPIZ J. FABER MARC.56 X12 NARANJA,7754111856560            ,4677.75,1
L0056N12,LAPIZ J. FABER MARC.56 X12 NEGRO,7754111856539            ,4677.75,1
L0056R12,LAPIZ J. FABER MARC.56 X12 ROJO,7754111856522            ,4677.75,1
L0056V12,LAPIZ J. FABER MARC.56 X12 VERDE,7754111856546            ,4677.75,1
L7028,LAPIZ J. FABER OHP M NEGRO INDELEBLE,7754111677028            ,1830.51,1
L7837,LAPIZ J. FABER OHP M NEGRO INDELEBLE X12UNID.,7754111677837            ,21602.5,1
L7020,LAPIZ J. FABER OHP S NEGRO INDELEBLE,7754111657020            ,1830.51,1
L7839,LAPIZ J. FABER OHP S NEGRO INDELEBLE X12UNID.,7754111657839            ,21602.5,1
LPOLY,Lapiz J. FABER POLY LANZAMINA 0.5MM,LPOLY                    ,533.86,1
L7224,LAPIZ J. FABER ROLER 0.7 AZUL,6933256617224            ,1048.11,1
L6662,Lapiz J. FABER TRI CLICK 0.5MM,6933256606662            ,1136.43,1
L7474,LAPIZ J. FABER TRILUX 032 EXI. X120UNID.,77541115327474           ,54087,1
L3001,LAPIZ J. FABER TRILUX 032 FLUOR DORADO,7754111003001            ,459.8,1
L3070,LAPIZ J. FABER TRILUX 032 FLUOR DORADO X12UNID,7754111003070            ,5445,1
L0666,LAPIZ J. FABER TRILUX 032 FLUOR FUCCIA,7754111000666            ,459.8,1
L0673,LAPIZ J. FABER TRILUX 032 FLUOR FUCCIA X12UNID.,7754111000673            ,5445,1
L0680,LAPIZ J. FABER TRILUX 032 FLUOR MORADO,7754111000680            ,459.8,1
L0697,LAPIZ J. FABER TRILUX 032 FLUOR MORADO X12UNI.,7754111000697            ,5445,1
L0628,LAPIZ J. FABER TRILUX 032 FLUOR NARANJA,7754111000628            ,459.8,1
L0635,LAPIZ J. FABER TRILUX 032 FLUOR NARANJA X12UNI.,7754111000635            ,5445,1
L0642,LAPIZ J. FABER TRILUX 032 FLUOR TURQUESA,7754111000642            ,459.8,1
L0659,LAPIZ J. FABER TRILUX 032 FLUOR TURQUESA X12UNI.,7754111000659            ,5445,1
L0703,LAPIZ J. FABER TRILUX 032 FLUOR VERDE MANZANA,7754111000703            ,459.8,1
L00710,LAPIZ J. FABER TRILUX 032 FLUOR VERDE MANZANA X12UNI.,7754111000710            ,5445,1
L5363,LAPIZ J. FABER TRILUX 032 PLATA,7754111015363            ,459.8,1
L5370,LAPIZ J. FABER TRILUX 032 PLATA X12UNID.,7754111015370            ,5445,1
L2747,LAPIZ J. FABER TRILUX 032 X120UNID C/EXIBIDOR,7754111532747            ,59035.4,1
L2882,LAPIZ J. FABER TRILUX 032 X48UNID. FLUOR,7754111002882            ,21659,1
L6612,LAPIZ J. FABER TRILUX 032 X48UNID. FLUOR,7754111016612            ,21659,1
L4700,LAPIZ J. FABER TRILUX 032 X50UN. NEGRO,7754111014700            ,22506,1
L4656,LAPIZ J. FABER TRILUX 032 X50UN.AZUL,7754111014656            ,22506,1
L1731,LAPIZ J. FABER TRILUX 035 DISPLAY X120UNID.,7794360001731            ,54087,1
L0871,LAPIZ J. FABER TRILUX ESTU X5UNID.,7754111000871            ,2539.76,1
L7047,LAPIZ J. FABER TRILUX X12UNIDADES,7754111557047,4833.13,1
L9804,LAPIZ J. FABER TRILUX X5 032,7754111019804            ,2539.76,1
L6116,LAPIZ J. FABER TRILUX X5COLORES X6 CAJAS,7754111026116,14956.4,1
L4518,LAPIZ J. FABER TRILUX X5UNIDADES,7754111024518,2539.76,1
L0888,LAPIZ J. FABER TRILUX X6 ESTU X5UNID.,7754111000888            ,14956.4,1
L2013,LAPIZ J. FABER TRILUX032 X1 UNIDAD AZUL,7754111532013            ,459.8,1
L57511,LAPIZ J. FABER TRILUX032 X1 UNIDAD AZUL T/FINO,7754111557511            ,459.8,1
L2037,LAPIZ J. FABER TRILUX032 X1 UNIDAD NEGRO,7754111532037            ,459.8,1
L7993,LAPIZ J. FABER TRILUX032 X1 UNIDAD NEGRO,7754111557993            ,459.8,1
L0512,Lapiz J. Faber Trix12Largo,7891360510512            ,6021.11,1
L0529,Lapiz J. Faber Trix12Largo X12UNID.,7891360510529            ,70806.1,1
L3163,LAPIZ J. Faber X100 COLORES ECOLAPIZ SUPER SOFT,7891360673163            ,79144.5,1
L8832,LAPIZ J. FABER X10COLOR PASTEL,7891360658832            ,4718.48,1
L8863,LAPIZ J. FABER X10COLOR PASTEL X12UNID.,7891360658863            ,55484.2,1
L8582,LAPIZ J. FABER X12 ACUARELABLE,7891360638582            ,6501.16,1
L5637,LAPIZ J. FABER X12 ACUARELABLE,7891360545637            ,6501.16,1
L5644,LAPIZ J. FABER X12 ACUARELABLE X12UNID.,7891360545644            ,76404.8,1
L3016,LAPIZ J. FABER X12 BICOLOR,7891360533016            ,3183.55,1
L3016CA,LAPIZ J. FABER X12 BICOLOR,L3016CA                  ,1387.74,1
L3023,LAPIZ J. FABER X12 BICOLOR X12UNID.,7891360533023            ,37520.1,1
L1101,LAPIZ J. FABER X12 COLOR LARGO +3 GRAFITOS,7891360631101            ,3094.28,1
L31217,LAPIZ J. FABER X12 COLOR LARGO X12UNID,7891360631217            ,36389.1,1
L8681,LAPIZ J. FABER X12 COLORES CORTO,7891360638681            ,814.18,1
L8698,LAPIZ J. FABER X12 COLORES CORTO X12UNIDADES,7891360638698            ,9767.27,1
L7165,LAPIZ J. FABER X12 METALICO,7891360567165            ,4744.93,1
L7691,LAPIZ J. FABER X12 METALICO X12UNID,7891360567691            ,55669.1,1
L2662,LAPIZ J. FABER X12 TRILUX032 AZUL,7754111532662            ,6020.25,1
L6227,LAPIZ J. FABER X12COLOR CARAS Y COLORES,7891360656227            ,3089.68,1
L6319,LAPIZ J. FABER X12COLOR CARAS Y COLORES X12UNID.,7891360656319            ,36177,1
L2471,LAPIZ J. FABER X12COLOR SUPER SOFT,7891360662471            ,7161.58,1
L8711,LAPIZ J. FABER X12UNI.GRAFITO ECOPENCIL X12DOC.,7891360638711            ,9607.11,1
L1205121,LAPIZ J. FABER X12UNI.GRAFITO N1205 N 2,7891360593096            ,1377.15,1
L1205122,LAPIZ J. FABER X12UNI.GRAFITO N1205 N 2,7891360494515            ,1377.15,1
L1205123,LAPIZ J. FABER X12UNI.GRAFITO N1205 N 2,7891360476115            ,1377.15,1
L120512,LAPIZ J. FABER X12UNI.GRAFITO N1205 N 2,7891360513827            ,1377.15,1
L1205144,LAPIZ J. FABER X144UNI.GRAFITO N1205 N 2,7891360593102            ,24658.8,1
L3030,LAPIZ J. FABER X24 BICOLOR,7891360533030            ,10311.7,1
L3047,LAPIZ J. FABER X24 BICOLOR X6UNID,7891360533047            ,60638,1
LAPIZ,LAPIZ J. FABER X24 LARGO EN CAJA,39                       ,9664.21,1
L7042,LAPIZ J. FABER x24Color + 2 GRAFITO,7891360637042            ,10289.6,1
L7059,LAPIZ J. FABER x24Color + 2 GRAFITO X6UNID.,7891360637059            ,56825.9,1
L6419,LAPIZ J. FABER X24COLOR SUPER SOFT,7891360646419            ,15644.8,1
L8469,LAPIZ J. FABER X36 COLORE ECOLAPIZ + SACAPUNTA,7891360638469            ,13788.3,1
L8476,LAPIZ J. FABER X36 COLORE ECOLAPIZ + SACAPUNTA X4UNID.,7891360638476            ,54046.4,1
L8483,LAPIZ J. FABER X48COLOR,7891360638483            ,18676.4,1
L8490,LAPIZ J. FABER X48COLOR X3UNID.,7891360638490            ,54922.6,1
L2761,LAPIZ J. FABER X50 TRILUX032 AZUL,7754111532761            ,22506,1
L0009,LAPIZ J. FABER X50 TRILUX032 C/5 DE REGALO,7754111010009            ,22506,1
L2785,LAPIZ J. FABER X50 TRILUX032 NEGRO,7754111532785            ,22506,1
L2778,LAPIZ J. FABER X50 TRILUX032 ROJO,7754111532778            ,22506,1
L4625,LAPIZ J. FABER X50 TRILUX032 ROJO,7754111014625            ,22506,1
L2792,LAPIZ J. FABER X50 TRILUX032 VERDE,7754111532792            ,22506,1
L7016,LAPIZ J. FABER X50 TRILUX032F AZUL,7754111557016            ,22506,1
L7030,LAPIZ J. FABER X50 TRILUX032F NEGRO,7754111557030            ,22506,1
L7023,LAPIZ J. FABER X50 TRILUX032F ROJO,7754111557023            ,22506,1
L0352,LAPIZ J. FABER X50 TRILUX032F VERDE,7754111000352            ,22506,1
L4124,LAPIZ J. FABER X50COLOR SUPER SOFT,7891360654124            ,31278.1,1
L2996,Lapiz J. Faber X6 Bicolor x12colores,7891360532996            ,800.84,1
L3009,Lapiz J. Faber X6 Bicolor x12colores X12CAJAS,7891360533009            ,9607.11,1
L6786,LAPIZ J. FABER X6 COLORES CORTO,7891360326786            ,408.22,1
L8667,LAPIZ J. FABER X6 COLORES CORTO,7891360638667            ,408.22,1
L8674,LAPIZ J. FABER X6 COLORES CORTO X24UNID.,7891360638674            ,9799.63,1
L1711,LAPIZ J. FABER X60 COLORES ECOLAPIZ,7891360641711            ,25695.1,1
L8704,LAPIZ J. FABER X6UNI.GRAF. DUO ECOPENCIL,7891360638704            ,2311.32,1
L4711,LAPIZ JOVI O PLASTI.x12 COLORES,7790667000057            ,1434.46,1
L4701,LAPIZ JOVI PLAS.X6 COLORES,7790667000064            ,1092.5,1
L1326,LAPIZ K.D.T. RESALTADOR TH1132 X12UNID,6926238311326,2601.5,1
LTH1132,LAPIZ K.D.T. RESALTADOR TH1132 XUNID,,220.22,1
L5211,LAPIZ KATANA 2 PUNTAS PERMANENTE NEGRO X12 UNIDAD,3465204765211,6594.5,1
L5211S,LAPIZ KATANA 2 PUNTAS PERMANENTE NEGRO XUNIDAD,3465204765211,560.23,1
L6908,LAPIZ KATANA DOBLE PUNTA INDELEBLE X12UNID.,5896321786908            ,4286.28,1
L6519,LAPIZ KATANA DOBLE PUNTA INDELEBLE X12UNID.,5896321786519            ,5783.33,1
L6809,LAPIZ KATANA DOBLE PUNTA INDELEBLE X1UNID.,5896321786809            ,414.92,1
L3107,LAPIZ KATANA FIBRA X12COLORES,6936860723107            ,306.49,1
L5246,LAPIZ KATANA MARC.PERM P/VISELADA X12UNID.,5896321785246            ,2786.06,1
L6752,LAPIZ KATANA MARC.PERM P/VISELADA X1UNID.,6590051336752            ,237.13,1
L6243,LAPIZ KATANA RESALTADOR PASTEL CELESTE,5896321786243            ,154.65,1
L6250,LAPIZ KATANA RESALTADOR PASTEL CELESTE X12UNID.,5896321786250            ,1817.38,1
L6267,LAPIZ KATANA RESALTADOR PASTEL LILA,5896321786267            ,154.65,1
L6946,LAPIZ KATANA RESALTADOR PASTEL LILA X12UID.,5896321786946            ,1817.24,1
L6281,LAPIZ KATANA RESALTADOR PASTEL ROSA,5896321786281            ,154.65,1
L6274,LAPIZ KATANA RESALTADOR PASTEL ROSA X12UNID.,5896321786274            ,1817.38,1
L7950,LAPIZ KATANA RESALTADOR PASTEL VERDE,5896321787950            ,154.65,1
L7943,LAPIZ KATANA RESALTADOR PASTEL VERDE X12UID.,5896321787943            ,1817.24,1
L5606,LAPIZ KATANA X12 MARCADOR AL AGUA,7798135145606            ,4025,1
L5468,LAPIZ KATANA X12COLORES CRAYONES,5896321785468            ,308.76,1
L1444,LAPIZ KATANA X6COLOR FIBRA,L1444                    ,250.8,1
L5499,LAPIZ KATANA X6COLORES CRAYONES,5896321785499            ,140.92,1
L6729,LAPIZ KORES GRAFITO X72UNIDADES,19023800926729           ,3120.43,1
L1027,LAPIZ KORES LANZAMINA X12UNIDADES,9023800991027            ,1884.78,1
L1522,LAPIZ KORES LANZAMINA X1UNIDADES,9023800991522            ,160.31,1
L8660,Lapiz LAMA SF05 1Punta Fina AL ALCOHOL X12UNID.,6924492408660            ,694.63,1
L8660S,Lapiz LAMA SF05 1Punta Fina AL ALCOHOL X1UNID.,L8660S                   ,59.75,1
LP-204,LAPIZ LANZAMINA P-204 0.5,6923655593656            ,470.36,1
LP202,LAPIZ LANZAMINA P202 0.5,6923655580380            ,49.54,1
L0019,LAPIZ LYRA DUO SLIM BICOLOR X1,4084900120019            ,315.62,1
L20002,LAPIZ LYRA DUO SLIM BICOLOR X12UNID.,4084900120002            ,5920.2,1
L0043,LAPIZ LYRA REMBRANDT X12UNID GRADUACION,4084900020043            ,4922.78,1
L20159,LAPIZ LYRA REMBRANDT X1UNID GRADUACION,4084900020159            ,418.6,1
L3201,LAPIZ MAPED P/ZURDO X1UNID. AZUL,3154142243201            ,6292.06,1
L3218,LAPIZ MAPED P/ZURDO X1UNID. NEGRO,3154142243218            ,6292.06,1
L6003,LAPIZ MAPED X12COLORES DUO PEPS,3154148296003            ,7142.02,1
L3129,LAPIZ MAPED X12COLORES JUMBO PEPS,3154148633129            ,15036.4,1
L0117,LAPIZ MAPED X12COLORES PEPS AQUA,3154148360117            ,9217.24,1
L0036,LAPIZ MAPED X6 COLORES FLUOR,3154148320036            ,5430.63,1
L200UF,LAPIZ MARGI 200 UF PERMANENTE,7798000086881            ,129.19,1
L200UF12,LAPIZ MARGI 200UF X12UNID.PERMANENTE,7798000089486            ,1518.97,1
L220F/UF,LAPIZ MARGI 220F/UF PER.2PUNTAS X UNIDAD,7798000086966            ,559.03,1
L220F/UF12,LAPIZ MARGI 220F/UF PER.2PUNTAS X12UNID,7798000089523            ,6576.47,1
L200F,Lapiz Margi Plus 1Punta Fina,7798000086928            ,129.19,1
L7328,Lapiz Margi Plus 1Punta Fina NEGRO,7798184717328            ,161.75,1
L7373,Lapiz Margi Plus 1Punta Fina X12UNI. NEGRO,7798184717373            ,1908.74,1
L200F12,Lapiz Margi Plus x12UN. 1Punta Fina,7798000089561            ,1518.97,1
L0896,LAPIZ MICRO MARCADOR 500 INDELEBLE X12UNID.,7798000080896            ,5808,1
L0500,LAPIZ MICRO MARCADOR 500 INDELEBLE X1UNID.,7798000087048            ,490.05,1
L550,LAPIZ MICRO MARCADOR 550 INDELEBLE,7798000087086            ,490.05,1
L0902,LAPIZ MICRO MARCADOR 550 INDELEBLE X12UNID.,7798000080902            ,5808,1
L4002,LAPIZ N C TANQUE TIPO PARKER,L4002                    ,113.8,1
LNC,LAPIZ NC TIPO PARKER,LNC                      ,98.22,1
L00052,LAPIZ NICEPOT X10 MICROFIBRA,6933650900052            ,1410.15,1
L00069,LAPIZ NICEPOT X6 MICROFIBRA,6933650900069            ,894.94,1
L518-12,Lapiz OIL PASTELS x12 Colores,6946320200406            ,157.7,1
L2,LAPIZ PAPER MATE 1.3MM LANZAMINA,L2                       ,75.8,1
L50851,Lapiz Paper Mate 50851 Lanzamina C/Estuche,7795245508512            ,185.02,1
L68003,LAPIZ PAPER MATE 6800 C/ESTUCHE Y BOLSA,7795245680003            ,761.9,1
L680027,LAPIZ PAPER MATE 680027 C/ESTUCHE Y BOLSA,7795245680027            ,761.9,1
L680034,LAPIZ PAPER MATE 680034 C/ESTUCHE Y BOLSA,7795245680034            ,761.9,1
L680041,LAPIZ PAPER MATE 680041 C/ESTUCHE Y BOLSA,7795245680041            ,1047.86,1
L680058,LAPIZ PAPER MATE 680058 C/ESTUCHE Y BOLSA,7795245680058            ,1047.86,1
L680065,LAPIZ PAPER MATE 680065 C/ESTUCHE Y BOLSA,7795245680065            ,1047.86,1
L680072,LAPIZ PAPER MATE 680072 C/ESTUCHE Y BOLSA,7795245680072            ,1047.86,1
L680287,LAPIZ PAPER MATE 680287 C/ESTUCHE Y BOLSA,7795245680287            ,1047.86,1
L68030,LAPIZ PAPER MATE 68030 C/ESTUCHE Y BOLSA,7795245680300            ,761.9,1
L6800,LAPIZ PAPER MATE BOL.EN ESTUCHE,                         ,649.76,1
L2198,LAPIZ PAPER MATE BORRA MATE,7501009282198            ,649.76,1
L1819,LAPIZ PAPER MATE BORRA MATE X12,7795245821819            ,7629.48,1
L181924,LAPIZ PAPER MATE BORRA MATE X24,L191824                  ,15259,1
L4042,LAPIZ PAPER MATE COLOR X24,7795245104042,2681.27,1
L20431,Lapiz Paper Mate Corr.2 en 1,7795245152043            ,79.09,1
L3019,Lapiz Paper Mate DryLine Corrector,7795245153019            ,96.12,1
L3646,LAPIZ PAPER MATE ERASER MMAX 1MM X12UNID.,7795245823646            ,2520.77,1
L68300,Lapiz Paper Mate Exibidor Surt x66,                         ,3037.64,1
L55,LAPIZ PAPER MATE FLEX GRIP ULTRA 1.0MM,L55                      ,78.73,1
L14,LAPIZ PAPER MATE FLEXGRIP 1.4MM X1UNID.,L14                      ,78.73,1
L82020,LAPIZ PAPER MATE FLEXGRIP ULTRA,7795245820201            ,93.84,1
L6079,LAPIZ PAPER MATE FLEXIGRIP 1.4MM X12UNID.,7795245876079            ,944.33,1
L87599,Lapiz Paper Mate FlexiGrip Ultra,7795245875997            ,78.73,1
L9494,LAPIZ PAPER MATE GEL ROLLER,7501009289494            ,92.3,1
L601512,Lapiz PAPER MATE GRAFITO X12UNID,7795245106015            ,233.34,1
L3476,LAPIZ PAPER MATE INKJOY X1,7501030683476            ,196.78,1
L1674,LAPIZ PAPER MATE INKJOY X1 AZUL 0.7MM,7503486011674            ,196.78,1
L3414,LAPIZ PAPER MATE INKJOY X1 FUCCIA 0.7MM,7501030683414            ,196.78,1
L3407,LAPIZ PAPER MATE INKJOY X1 MORADO 1MM,7501030683407            ,196.78,1
L3353S,LAPIZ PAPER MATE INKJOY X1 NARANJA 1MM,L3353S,196.78,1
L3469,LAPIZ PAPER MATE INKJOY X1 NEGRO,7501030683469            ,196.78,1
L1667,LAPIZ PAPER MATE INKJOY X1 NEGRO 0.7MM,7503486011667            ,196.78,1
L12170,LAPIZ PAPER MATE INKJOY X1 ROJO,7703486012170            ,9730.46,1
L3483,LAPIZ PAPER MATE INKJOY X1 ROJO,7501030683483            ,196.78,1
L1681,LAPIZ PAPER MATE INKJOY X1 ROJO 0.7MM,7503486011681            ,196.78,1
L3391,LAPIZ PAPER MATE INKJOY X1 TURQUESA 0.7MM,7501030683391            ,196.78,1
L3384,LAPIZ PAPER MATE INKJOY X1 VER.MANZ.1MM,7501030683384            ,196.78,1
L1678,LAPIZ PAPER MATE INKJOY X12 AZUL 1MM,7703486011678            ,2337.23,1
L5315,LAPIZ PAPER MATE INKJOY X12 AZUL 1MM,7703486035315            ,2337.23,1
L5650,LAPIZ PAPER MATE INKJOY X12 FUCCIA X0.7MM,7703486035650            ,2337.23,1
L5636,LAPIZ PAPER MATE INKJOY X12 MORADO 1MM,7703486035636            ,2337.23,1
L0536,LAPIZ PAPER MATE INKJOY X12 NARANJA 1MM,7795245090536            ,2337.23,1
L3353,LAPIZ PAPER MATE INKJOY X12 NARANJA 1MM,7501030683353            ,2337.23,1
L5339,LAPIZ PAPER MATE INKJOY X12 NEGRO,7703486035339            ,2337.23,1
L1661,LAPIZ PAPER MATE INKJOY X12 NEGRO 0.7MM,7703486011661            ,2337.23,1
L5322,LAPIZ PAPER MATE INKJOY X12 ROJO,7703486035322            ,2337.23,1
L1685,LAPIZ PAPER MATE INKJOY X12 ROJO 0.7MM,7703486011685            ,2337.23,1
L5667,LAPIZ PAPER MATE INKJOY X12 TURQUESA 0.7MM,7703486035667            ,2337.23,1
L0567,LAPIZ PAPER MATE INKJOY X12 VERDE X1MM,7795245090567            ,2337.23,1
L2156,LAPIZ PAPER MATE INKJOY X50 AZUL,7703486012156            ,9730.46,1
L10780,LAPIZ PAPER MATE INKJOY X50 NEGRO,7808718510780            ,9730.46,1
L40,LAPIZ PAPER MATE KILOMETRICO X40UNI 1ML,L40                      ,1318.11,1
L8538,LAPIZ PAPER MATE KILOMETRICO X8UNID.,7703486038538            ,426.66,1
L8124,LAPIZ PAPER MATE LANZAMINA 05,L8124                    ,69.82,1
L8125,LAPIZ PAPER MATE LANZAMINA 05 X12UNID,7795245108125            ,838.19,1
L8057,LAPIZ PAPER MATE LANZAMINA X12UNID. X0.5MM,7795245108057            ,1889.39,1
L8057S,LAPIZ PAPER MATE LANZAMINA X1UNID. X0.5MM,L8057S                   ,160.66,1
L6022,LAPIZ PAPER MATE NEGRO TRIANGULAR X12UNID.,7795245106022            ,179.91,1
L8507,LAPIZ PAPER MATE SILHOUETTE 0.5MM X12UNID.,7703486038507            ,3305.15,1
L8507S,LAPIZ PAPER MATE SILHOUETTE 0.5MM X1UNID.,L8507S                   ,284.31,1
L3698,LAPIZ PAPER MATE VIBZ GRIP 0.9MM X5UNID. LANZAMINA,7501030683698            ,596.49,1
L0515,LAPIZ PAPER MATE x24 BORRA MATE,7795245820515            ,10310.1,1
L1077S,LAPIZ PAPER MATE X3.5ML CORRECTOR LIQUID PAPER MI,L1077S                   ,172.02,1
L35,LAPIZ PAPER MATE X3.5ML CORRECTOR LIQUID PAPER MINI,L35                      ,167.05,1
L1077,LAPIZ PAPER MATE X3.5ML X24UN.CORRECTOR LIQUID PAPER MI,7795245151077            ,3962.46,1
L2332,LAPIZ PAPER MATE X4 UNID.KILOMETRICO SURT.,7501030682332            ,242.64,1
L8521,LAPIZ PAPER MATE X40UNI. KILOMETRICO,7703486038521            ,2870.33,1
L09545,LAPIZ PARKER 09545 PLUMA ESTILOGRAFICA,071402509545             ,15025,1
L1009,LAPIZ PARKER 1009 PREMIUM,7795245761009            ,29994.5,1
L1823,LAPIZ PARKER 1823 JOTT 1953182,3501179531823            ,15025,1
L1847,LAPIZ PARKER 1847 JOTT 1953184,3501179531847            ,15025,1
L1878,LAPIZ PARKER 1878 JOTT AZUL,3501179531878            ,15025,1
L1892,LAPIZ PARKER 1892 JOTT 1953189,3501179531892            ,15025,1
L1908,LAPIZ PARKER 1908 JOTTER VICTORIA VIOLET CT BP M BLU GB,3501179531908            ,15025,1
L3145,LAPIZ PARKER 3145 JOTTER PORTOBEL PURPLE CT BP M BLU GB,7795245643145            ,15025,1
L43084,LAPIZ PARKER 43084 JOT BONDSTREET BLK CT BP M BLU GB,77952450643084           ,15025,1
L43107,LAPIZ PARKER 43107 JOT KENSINGTON RED CT BP M.BLU GB,7795245643107            ,15025,1
L5238,LAPIZ PARKER 5238 JOTTER 2123523,3026981235238            ,13063.4,1
L5290,LAPIZ PARKER 5290 JOTTER 2123529,3026981235290            ,13063.4,1
L5351,LAPIZ PARKER 5351 JOTTER 2123535,3026981235351            ,13063.4,1
L53806,LAPIZ PARKER 53806 PLUMA ESTILOGRAFICA,3026980253806            ,15025,1
L5382,LAPIZ PARKER 5382 JOTTER 2123538,3026981235382            ,13063.4,1
L5412,LAPIZ PARKER 5412 JOTTER 2123541,3026981235412            ,13063.4,1
L82100,LAPIZ PARKER 82100 IM BMTL CT BP MBLU GB,7795245882100            ,15025,1
L6408,LAPIZ PAX GRAFITO X12 N2 HB,7806710016408            ,1272.79,1
L1113,LAPIZ PAX HEXACOLOR X12 CORTO,7806710011113            ,695.75,1
L1106,LAPIZ PAX HEXACOLOR X12 LARGO,7806710011106            ,1252.35,1
L9867,Lapiz Pax Hexacolor x24 L.,7806710019867            ,292.85,1
L2505,Lapiz Pax Marc.x6col.,8000825452505            ,179.38,1
L0111,Lapiz Pelikan 111 Fineliner Indeleble,                         ,266.63,1
L07468,LAPIZ PELIKAN 440 PERMANENTE CHANFLE X10 UNIDADES,7501015207468            ,7361.64,1
L1375,LAPIZ PELIKAN 440 PERMANENTE X1UNID. CHANFLE,7501015213735            ,750.32,1
L2851,LAPIZ PELIKAN 441 PERMANENTE,7792700002851            ,750.32,1
L7980,LAPIZ PELIKAN 441 PERMANENTE X10UNID,7792700997980            ,7361.64,1
L7499,LAPIZ PELIKAN 442 P/PIZARRA AZUL X10UNID,7501015207499            ,8421.44,1
L3766,LAPIZ PELIKAN 442 P/PIZARRA AZUL X1UNID,7501015213766            ,859.33,1
L7505,LAPIZ PELIKAN 442 P/PIZARRA NEGRO X10UNID,7501015207505            ,8421.44,1
L3773,LAPIZ PELIKAN 442 P/PIZARRA NEGRO X1UNID,7501015213773            ,859.33,1
L07475,LAPIZ PELIKAN 442 P/PIZARRA ROJO X10UNID,7501015207475            ,8421.44,1
L3742,LAPIZ PELIKAN 442 P/PIZARRA ROJO X1UNID,7501015213742            ,859.33,1
L7482,LAPIZ PELIKAN 442 P/PIZARRA VERDE X10UNID,7501015207482            ,8421.44,1
L3759,LAPIZ PELIKAN 442 P/PIZARRA VERDE X1UNID,7501015213759            ,859.33,1
L1150,LAPIZ PELIKAN 442 X8UNIDADES SURT. PARA PIZARRA ,7501015221150,10419.5,1
L0520,LAPIZ PELIKAN 520 MARC. AL AGUA,                         ,244.51,1
L0525,LAPIZ PELIKAN 525 RESALTADOR,                         ,255.28,1
L0710,LAPIZ PELIKAN 710 MARC.INDE.P/CHA.,L0710                    ,1078.76,1
L0710A,LAPIZ PELIKAN 710 X1 MARC.INDE.P/CHA. AZUL,7792700002066            ,1078.76,1
L0710R,LAPIZ PELIKAN 710 X1 MARC.INDE.P/CHA. ROJO,7792700002080            ,1078.76,1
L6255,LAPIZ PELIKAN 710 X10UNID P/CHANFLEADA NEGRO,7792700006255,10575.3,1
L0710A12,LAPIZ PELIKAN 710 X12 MARC.INDE.P/CHA. AZUL,7792700001236            ,12684.7,1
L0710R12,LAPIZ PELIKAN 710 X12 MARC.INDE.P/CHA. ROJO,7792700001373            ,12684.7,1
L0711,LAPIZ PELIKAN 711 MARC.INDE.P/RED,L0711                    ,1078.76,1
L0711A,LAPIZ PELIKAN 711 MARC.INDE.P/RED AZUL,7792700002103            ,1078.76,1
L0711N,LAPIZ PELIKAN 711 MARC.INDE.P/RED VERDE,7792700002110            ,1078.76,1
L0711R,LAPIZ PELIKAN 711 X1 MARC.INDE.P/RED ROJO,7792700002127            ,1078.76,1
L0711V,LAPIZ PELIKAN 711 X1 MARC.INDE.P/RED VERDE,7792700002134            ,1078.76,1
L06293,LAPIZ PELIKAN 711 X10UNID,7792700006293,10617.8,1
L0711R12,LAPIZ PELIKAN 711 X12 MARC.INDE.P/RED ROJO,7792700001519            ,12684.7,1
L0711V12,LAPIZ PELIKAN 711 X12 MARC.INDE.P/RED VERDE,7792700001526            ,12684.7,1
L4053,LAPIZ PELIKAN 714 RESALTADOR X10UNID. ROSA ,7501015214053,14585.3,1
L4046,LAPIZ PELIKAN 714 RESALTADOR X1UNID. ROSA ,7501015214046,1488.3,1
L3995,LAPIZ PELIKAN 714 TEXMARKER RESALTADOR AMARILLO X10UNID,7501015213995,14585.3,1
L3988,LAPIZ PELIKAN 714 TEXMARKER RESALTADOR AMARILLO X1UNID,7501015213988,1488.3,1
L4039,LAPIZ PELIKAN 714 TEXMARKER RESALTADOR CELESTE X10UNID,7501015214039,14585.3,1
L4008,LAPIZ PELIKAN 714 TEXMARKER RESALTADOR VERDE,7501015214008,1488.3,1
L4015,LAPIZ PELIKAN 714 TEXMARKER RESALTADOR VERDE X10UNID,7501015214015,14585.3,1
L0720,LAPIZ PELIKAN 720 AL AGUA,L0720                    ,727.67,1
L0720AM,LAPIZ PELIKAN 720 AL AGUA AMARILLO,7792700002189            ,727.67,1
L0720A,LAPIZ PELIKAN 720 AL AGUA AZUL,7792700002141            ,727.67,1
